image_id,image_path,width,height,max_side,image_area,image_size_class,scale_bin,annotation_count,valid_annotation_count,invalid_bbox_count,tiny_defect_count,giant_defect_count,has_tiny_defect,has_giant_defect,min_bbox_area,max_bbox_area,mean_bbox_area,total_bbox_area,min_mask_area,max_mask_area,total_mask_area
473,images/474.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,38235.583,38235.583,38235.583,38235.583,2565.0,2565.0,2565.0
474,images/475.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,4219.7148,4219.7148,4219.7148,4219.7148,2418.0,2418.0,2418.0
476,images/477.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,7761.0,7761.0,7761.0,7761.0,1078.0,1078.0,1078.0
477,images/478.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,5642.0,5642.0,5642.0,5642.0,1250.0,1250.0,1250.0
478,images/479.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,3312.0,3312.0,3312.0,3312.0,1122.0,1122.0,1122.0
479,images/480.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,3611.0,3611.0,3611.0,3611.0,925.0,925.0,925.0
480,images/481.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,9114.0,9114.0,9114.0,9114.0,1451.0,1451.0,1451.0
481,images/482.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,34038.0,34038.0,34038.0,34038.0,1889.0,1889.0,1889.0
482,images/483.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,10166.0,10166.0,10166.0,10166.0,2756.0,2756.0,2756.0
483,images/484.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,3672.0,3672.0,3672.0,3672.0,1485.0,1485.0,1485.0
484,images/485.bmp,420,420,420,176400,regular,short,2,2,0,0,0,0,0,3552.0,4599.0,4075.5,8151.0,1150.0,1587.0,2737.0
485,images/486.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,2805.0,2805.0,2805.0,2805.0,1378.0,1378.0,1378.0
486,images/487.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,7130.0,7130.0,7130.0,7130.0,5511.0,5511.0,5511.0
487,images/488.bmp,420,420,420,176400,regular,short,1,1,0,0,0,0,0,20586.0,20586.0,20586.0,20586.0,1633.0,1633.0,1633.0
519,images/492.bmp,70,48,70,3360,regular,short,1,1,0,0,0,0,0,1976.988,1976.988,1976.988,1976.988,680.0,680.0,680.0
520,images/493.bmp,116,91,116,10556,regular,short,2,2,0,0,0,0,0,1394.6682,1635.532,1515.1001,3030.2002,896.0,945.0,1841.0
521,images/494.bmp,91,116,116,10556,regular,short,2,2,0,0,0,0,0,92.0,6991.6315,3541.8158,7083.6315,45.0,2330.0,2375.0
523,images/496.bmp,87,116,116,10092,regular,short,2,2,0,0,0,0,0,78.0158,4076.3527,2077.1842,4154.3685,26.0,1772.0,1798.0
524,images/497.bmp,116,91,116,10556,regular,short,4,4,0,2,0,1,0,27.8274,800.0,421.2068,1684.8274,19.0,657.0,1307.0
525,images/498.bmp,62,48,62,2976,regular,short,1,1,0,0,0,0,0,72.0,72.0,72.0,72.0,68.0,68.0,68.0
527,images/500.bmp,118,92,118,10856,regular,short,1,1,0,0,0,0,0,280.0,280.0,280.0,280.0,184.0,184.0,184.0
528,images/501.bmp,117,91,117,10647,regular,short,1,1,0,0,0,0,0,150.0,150.0,150.0,150.0,115.0,115.0,115.0
529,images/502.bmp,146,164,164,23944,regular,short,1,1,0,0,0,0,0,19448.0,19448.0,19448.0,19448.0,13783.0,13783.0,13783.0
532,images/504.bmp,472,617,617,291224,regular,short,1,1,0,0,0,0,0,4649.4604,4649.4604,4649.4604,4649.4604,3556.0,3556.0,3556.0
534,images/506.bmp,520,390,520,202800,regular,short,1,1,0,0,0,0,0,9561.5021,9561.5021,9561.5021,9561.5021,2058.0,2058.0,2058.0
535,images/507.bmp,517,386,517,199562,regular,short,1,1,0,0,0,0,0,4584.0272,4584.0272,4584.0272,4584.0272,1435.0,1435.0,1435.0
537,images/509.bmp,522,393,522,205146,regular,short,1,1,0,0,1,0,1,176665.9842,176665.9842,176665.9842,176665.9842,14887.0,14887.0,14887.0
539,images/511.bmp,525,398,525,208950,regular,short,2,2,0,0,0,0,0,756.2999,3812.915,2284.6074,4569.2149,588.0,2511.0,3099.0
541,images/513.bmp,537,413,537,221781,regular,short,2,2,0,0,0,0,0,699.0552,8980.6645,4839.8599,9679.7197,511.0,2924.0,3435.0
542,images/514.bmp,518,388,518,200984,regular,short,1,1,0,0,0,0,0,512.7616,512.7616,512.7616,512.7616,453.0,453.0,453.0
543,images/515.bmp,122,96,122,11712,regular,short,1,1,0,0,0,0,0,1565.4827,1565.4827,1565.4827,1565.4827,269.0,269.0,269.0
544,images/516.bmp,66,80,80,5280,regular,short,1,1,0,0,0,0,0,462.9077,462.9077,462.9077,462.9077,147.0,147.0,147.0
545,images/517.bmp,66,80,80,5280,regular,short,1,1,0,0,0,0,0,150.0324,150.0324,150.0324,150.0324,33.0,33.0,33.0
546,images/518.bmp,152,169,169,25688,regular,short,1,1,0,0,0,0,0,119.8276,119.8276,119.8276,119.8276,82.0,82.0,82.0
547,images/519.bmp,152,169,169,25688,regular,short,1,1,0,0,0,0,0,144.0,144.0,144.0,144.0,94.0,94.0,94.0
549,images/521.bmp,152,169,169,25688,regular,short,2,2,0,0,0,0,0,168.0,1220.0,694.0,1388.0,126.0,579.0,705.0
551,images/523.bmp,152,169,169,25688,regular,short,2,2,0,0,0,0,0,98.0,285.0,191.5,383.0,75.0,222.0,297.0
552,images/524.bmp,152,169,169,25688,regular,short,2,2,0,0,0,0,0,416.0,3680.0,2048.0,4096.0,241.0,1427.0,1668.0
553,images/525.bmp,152,169,169,25688,regular,short,3,3,0,0,0,0,0,195.0,420.0,313.9429,941.8286,144.0,356.0,662.0
554,images/526.bmp,152,169,169,25688,regular,short,1,1,0,0,0,0,0,3108.0,3108.0,3108.0,3108.0,1069.0,1069.0,1069.0
555,images/527.bmp,152,169,169,25688,regular,short,1,1,0,0,0,0,0,136.7988,136.7988,136.7988,136.7988,100.0,100.0,100.0
556,images/528.bmp,68,52,68,3536,regular,short,1,1,0,0,0,0,0,79.9557,79.9557,79.9557,79.9557,48.0,48.0,48.0
557,images/529.bmp,68,52,68,3536,regular,short,3,3,0,0,0,0,0,129.3498,1280.9555,550.8637,1652.591,85.0,205.0,429.0
559,images/531.bmp,68,52,68,3536,regular,short,1,1,0,0,0,0,0,2008.0041,2008.0041,2008.0041,2008.0041,108.0,108.0,108.0
560,images/532.bmp,68,52,68,3536,regular,short,1,1,0,0,0,0,0,381.2076,381.2076,381.2076,381.2076,102.0,102.0,102.0
561,images/533.bmp,264,260,264,68640,regular,short,2,2,0,0,0,0,0,221.0,7497.0,3859.0,7718.0,209.0,694.0,903.0
562,images/534.bmp,263,261,263,68643,regular,short,4,4,0,0,0,0,0,727.2032,6435.0,3438.5508,13754.2032,225.0,5008.0,9457.0
563,images/535.bmp,264,261,264,68904,regular,short,1,1,0,0,0,0,0,18857.6304,18857.6304,18857.6304,18857.6304,2762.0,2762.0,2762.0
564,images/536.bmp,263,261,263,68643,regular,short,1,1,0,0,0,0,0,5942.6017,5942.6017,5942.6017,5942.6017,1187.0,1187.0,1187.0
565,images/537.bmp,263,260,263,68380,regular,short,5,5,0,0,0,0,0,77.0,10944.0,3045.4,15227.0,44.0,6405.0,9310.0
567,images/539.bmp,264,261,264,68904,regular,short,3,3,0,0,0,0,0,2108.9999,31539.5309,13624.177,40872.531,726.0,2135.0,3596.0
568,images/540.bmp,263,261,263,68643,regular,short,1,1,0,0,0,0,0,26502.2234,26502.2234,26502.2234,26502.2234,2655.0,2655.0,2655.0
569,images/541.bmp,264,260,264,68640,regular,short,2,2,0,0,0,0,0,886.2293,10596.449,5741.3391,11482.6783,345.0,824.0,1169.0
570,images/542.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,77364.0,77364.0,77364.0,77364.0,7940.0,7940.0,7940.0
571,images/543.bmp,624,624,624,389376,regular,short,1,1,0,0,1,0,1,203292.2785,203292.2785,203292.2785,203292.2785,96816.0,96816.0,96816.0
573,images/545.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,14224.0,14224.0,14224.0,14224.0,3987.0,3987.0,3987.0
574,images/546.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,244.5647,244.5647,244.5647,244.5647,116.0,116.0,116.0
575,images/547.bmp,624,624,624,389376,regular,short,4,4,0,0,0,0,0,405.0,1078.0006,680.7502,2723.0006,279.0,515.0,1481.0
576,images/548.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,3516.7435,3516.7435,3516.7435,3516.7435,1328.0,1328.0,1328.0
577,images/549.bmp,624,624,624,389376,regular,short,3,3,0,0,0,0,0,1782.0,17920.0,9278.6667,27836.0,1363.0,4661.0,10411.0
578,images/550.bmp,624,624,624,389376,regular,short,5,5,0,0,0,0,0,480.0,5191.0,1767.2,8836.0,358.0,3808.0,6590.0
580,images/552.bmp,624,624,624,389376,regular,short,3,3,0,0,0,0,0,1848.0,3021.0,2253.0,6759.0,995.0,1765.0,3992.0
583,images/555.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,21528.0,21528.0,21528.0,21528.0,6479.0,6479.0,6479.0
584,images/556.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,45410.0787,45410.0787,45410.0787,45410.0787,3860.0,3860.0,3860.0
586,images/558.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,54383.0,54383.0,54383.0,54383.0,5161.0,5161.0,5161.0
587,images/559.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7828.0,7828.0,7828.0,7828.0,1251.0,1251.0,1251.0
588,images/560.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,69377.0,69377.0,69377.0,69377.0,8028.0,8028.0,8028.0
590,images/562.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,22903.0,22903.0,22903.0,22903.0,6590.0,6590.0,6590.0
591,images/563.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,65805.0,65805.0,65805.0,65805.0,6070.0,6070.0,6070.0
593,images/565.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,2147.0,2147.0,2147.0
595,images/567.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,14812.0,14812.0,14812.0,14812.0,4500.0,4500.0,4500.0
596,images/568.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,11052.4959,11052.4959,11052.4959,11052.4959,6126.0,6126.0,6126.0
597,images/569.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,32686.0,32686.0,32686.0,32686.0,5095.0,5095.0,5095.0
598,images/570.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,5122.0,5122.0,5122.0,5122.0,3050.0,3050.0,3050.0
599,images/571.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,9200.0,9200.0,9200.0,9200.0,3176.0,3176.0,3176.0
600,images/572.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,26607.0,26607.0,26607.0,26607.0,5556.0,5556.0,5556.0
601,images/573.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,61710.0,61710.0,61710.0,61710.0,6705.0,6705.0,6705.0
602,images/574.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4260.0,4260.0,4260.0,4260.0,3235.0,3235.0,3235.0
603,images/575.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4041.0,4041.0,4041.0,4041.0,2701.0,2701.0,2701.0
604,images/576.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,10868.0,10868.0,10868.0,10868.0,6781.0,6781.0,6781.0
605,images/577.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,9557.0,9557.0,9557.0,9557.0,3441.0,3441.0,3441.0
606,images/578.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,46460.0,46460.0,46460.0,46460.0,5249.0,5249.0,5249.0
607,images/579.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,9522.0,9522.0,9522.0,9522.0,3991.0,3991.0,3991.0
608,images/580.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,15170.0,15170.0,15170.0,15170.0,2471.0,2471.0,2471.0
609,images/581.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,37989.0,37989.0,37989.0,37989.0,6885.0,6885.0,6885.0
610,images/582.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4340.0,4340.0,4340.0,4340.0,1487.0,1487.0,1487.0
611,images/583.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7429.0,7429.0,7429.0,7429.0,2985.0,2985.0,2985.0
612,images/584.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,46978.0,46978.0,46978.0,46978.0,5731.0,5731.0,5731.0
613,images/585.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,40740.0,40740.0,40740.0,40740.0,5546.0,5546.0,5546.0
615,images/587.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,5016.0,5016.0,5016.0,5016.0,3335.0,3335.0,3335.0
616,images/588.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4770.0,4770.0,4770.0,4770.0,3513.0,3513.0,3513.0
618,images/590.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6202.0,6202.0,6202.0,6202.0,3284.0,3284.0,3284.0
619,images/591.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,10787.0,10787.0,10787.0,10787.0,3916.0,3916.0,3916.0
620,images/592.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,38406.0,38406.0,38406.0,38406.0,5031.0,5031.0,5031.0
621,images/593.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4016.0,4016.0,4016.0,4016.0,2981.0,2981.0,2981.0
622,images/594.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7665.0,7665.0,7665.0,7665.0,4739.0,4739.0,4739.0
623,images/595.bmp,624,624,624,389376,regular,short,1,1,0,0,1,0,1,104442.0,104442.0,104442.0,104442.0,5103.0,5103.0,5103.0
624,images/596.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,25200.0,25200.0,25200.0,25200.0,5775.0,5775.0,5775.0
625,images/597.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,25529.0,25529.0,25529.0,25529.0,4249.0,4249.0,4249.0
626,images/598.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,26432.0,26432.0,26432.0,26432.0,3762.0,3762.0,3762.0
627,images/599.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,12644.0,12644.0,12644.0,12644.0,3210.0,3210.0,3210.0
628,images/600.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,66348.0,66348.0,66348.0,66348.0,6446.0,6446.0,6446.0
629,images/601.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,13581.0,13581.0,13581.0,13581.0,4092.0,4092.0,4092.0
630,images/602.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,87840.0,87840.0,87840.0,87840.0,6114.0,6114.0,6114.0
631,images/603.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4023.0,4023.0,4023.0,4023.0,2497.0,2497.0,2497.0
632,images/604.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6146.0,6146.0,6146.0,6146.0,3401.0,3401.0,3401.0
634,images/606.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7398.0,7398.0,7398.0,7398.0,2961.0,2961.0,2961.0
635,images/607.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4686.0,4686.0,4686.0,4686.0,3060.0,3060.0,3060.0
636,images/608.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4392.0,4392.0,4392.0,4392.0,3197.0,3197.0,3197.0
637,images/609.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,66339.0,66339.0,66339.0,66339.0,5656.0,5656.0,5656.0
638,images/610.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,34020.0,34020.0,34020.0,34020.0,5875.0,5875.0,5875.0
640,images/612.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,14751.0,14751.0,14751.0,14751.0,3533.0,3533.0,3533.0
641,images/613.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,31722.0,31722.0,31722.0,31722.0,7990.0,7990.0,7990.0
642,images/614.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,14421.0,14421.0,14421.0,14421.0,4653.0,4653.0,4653.0
643,images/615.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7200.0,7200.0,7200.0,7200.0,3006.0,3006.0,3006.0
644,images/616.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,2736.0,2736.0,2736.0,2736.0,1128.0,1128.0,1128.0
645,images/617.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,3990.0,3990.0,3990.0,3990.0,2862.0,2862.0,2862.0
646,images/618.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,19008.0,19008.0,19008.0,19008.0,9726.0,9726.0,9726.0
648,images/620.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,20638.0,20638.0,20638.0,20638.0,10382.0,10382.0,10382.0
649,images/621.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,9840.0,9840.0,9840.0,9840.0,5377.0,5377.0,5377.0
650,images/622.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,15328.0,15328.0,15328.0,15328.0,3944.0,3944.0,3944.0
651,images/623.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7852.0,7852.0,7852.0,7852.0,5033.0,5033.0,5033.0
652,images/624.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,15275.0,15275.0,15275.0,15275.0,5160.0,5160.0,5160.0
653,images/625.bmp,624,624,624,389376,regular,short,3,3,0,0,0,0,0,1787.5342,3477.854,2545.6399,7636.9197,1501.0,2115.0,5619.0
654,images/626.bmp,624,624,624,389376,regular,short,8,8,0,0,0,0,0,222.738,17345.9467,4362.5179,34900.1434,198.0,4061.0,12908.0
655,images/627.bmp,624,624,624,389376,regular,short,2,2,0,1,0,1,0,29.8798,78.7338,54.3068,108.6136,23.0,65.0,88.0
656,images/628.bmp,624,624,624,389376,regular,short,7,7,0,0,0,0,0,479.2178,11472.5735,3206.4379,22445.0654,417.0,3307.0,10625.0
657,images/629.bmp,624,624,624,389376,regular,short,3,3,0,0,1,0,1,521.9119,134261.8995,45245.129,135735.3869,500.0,10389.0,11518.0
658,images/630.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6954.8558,6954.8558,6954.8558,6954.8558,5916.0,5916.0,5916.0
660,images/632.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,14353.0,14353.0,14353.0,14353.0,6047.0,6047.0,6047.0
661,images/633.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6580.5426,6580.5426,6580.5426,6580.5426,4674.0,4674.0,4674.0
662,images/634.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8854.0,8854.0,8854.0,8854.0,4574.0,4574.0,4574.0
664,images/636.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,21949.0,21949.0,21949.0,21949.0,5140.0,5140.0,5140.0
666,images/638.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,29952.0,29952.0,29952.0,29952.0,3555.0,3555.0,3555.0
670,images/642.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,4265.5511,4265.5511,4265.5511,4265.5511,3389.0,3389.0,3389.0
672,images/644.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,5760.0,5760.0,5760.0,5760.0,2318.0,2318.0,2318.0
676,images/648.bmp,624,624,624,389376,regular,short,2,2,0,0,0,0,0,13934.168,51448.0,32691.084,65382.168,11396.0,25526.0,36922.0
677,images/649.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,23030.0,23030.0,23030.0,23030.0,4557.0,4557.0,4557.0
678,images/650.bmp,624,624,624,389376,regular,short,1,1,0,0,1,0,1,291869.9905,291869.9905,291869.9905,291869.9905,53362.0,53362.0,53362.0
679,images/651.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,58810.3867,58810.3867,58810.3867,58810.3867,26152.0,26152.0,26152.0
680,images/652.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6900.0,6900.0,6900.0,6900.0,3734.0,3734.0,3734.0
681,images/653.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7990.0,7990.0,7990.0,7990.0,4407.0,4407.0,4407.0
682,images/654.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,54513.6588,54513.6588,54513.6588,54513.6588,28747.0,28747.0,28747.0
684,images/656.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,12717.0,12717.0,12717.0,12717.0,4520.0,4520.0,4520.0
685,images/657.bmp,624,624,624,389376,regular,short,2,2,0,0,0,0,0,36420.9982,37288.0,36854.4991,73708.9982,16954.0,27023.0,43977.0
686,images/658.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8749.3257,8749.3257,8749.3257,8749.3257,4144.0,4144.0,4144.0
687,images/659.bmp,624,624,624,389376,regular,short,1,1,0,0,1,0,1,148521.9987,148521.9987,148521.9987,148521.9987,41335.0,41335.0,41335.0
689,images/661.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6992.0,6992.0,6992.0,6992.0,2733.0,2733.0,2733.0
690,images/662.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6123.0,6123.0,6123.0,6123.0,4138.0,4138.0,4138.0
696,images/668.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,15572.0,15572.0,15572.0,15572.0,5957.0,5957.0,5957.0
697,images/669.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,86856.0,86856.0,86856.0,86856.0,5890.0,5890.0,5890.0
698,images/670.bmp,624,624,624,389376,regular,short,1,1,0,0,1,0,1,278597.0045,278597.0045,278597.0045,278597.0045,93330.0,93330.0,93330.0
699,images/671.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6298.5399,6298.5399,6298.5399,6298.5399,3740.0,3740.0,3740.0
702,images/674.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7536.0,7536.0,7536.0,7536.0,4559.0,4559.0,4559.0
703,images/675.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,23751.0,23751.0,23751.0,23751.0,10063.0,10063.0,10063.0
704,images/676.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,12142.0,12142.0,12142.0,12142.0,4300.0,4300.0,4300.0
705,images/677.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8082.0,8082.0,8082.0,8082.0,4335.0,4335.0,4335.0
706,images/678.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8968.0,8968.0,8968.0,8968.0,4052.0,4052.0,4052.0
707,images/679.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,18920.0,18920.0,18920.0,18920.0,4069.0,4069.0,4069.0
708,images/680.bmp,624,624,624,389376,regular,short,2,2,0,0,0,0,0,4266.4365,17667.0,10966.7183,21933.4365,1118.0,2949.0,4067.0
709,images/681.bmp,624,624,624,389376,regular,short,2,2,0,0,0,0,0,13630.0,45482.858,29556.429,59112.858,7555.0,8844.0,16399.0
710,images/682.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,5759.0,5759.0,5759.0,5759.0,3295.0,3295.0,3295.0
711,images/683.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7392.0,7392.0,7392.0,7392.0,4340.0,4340.0,4340.0
713,images/685.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,60784.0,60784.0,60784.0,60784.0,5391.0,5391.0,5391.0
715,images/687.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,22736.0,22736.0,22736.0,22736.0,4889.0,4889.0,4889.0
716,images/688.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,32970.0,32970.0,32970.0,32970.0,4903.0,4903.0,4903.0
717,images/689.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8759.0,8759.0,8759.0,8759.0,3636.0,3636.0,3636.0
718,images/690.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8532.0,8532.0,8532.0,8532.0,4662.0,4662.0,4662.0
719,images/691.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,2960.0,2960.0,2960.0,2960.0,1812.0,1812.0,1812.0
720,images/692.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,5508.0,5508.0,5508.0,5508.0,4278.0,4278.0,4278.0
721,images/693.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,7769.0,7769.0,7769.0,7769.0,4643.0,4643.0,4643.0
722,images/694.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8892.0,8892.0,8892.0,8892.0,6505.0,6505.0,6505.0
723,images/695.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8844.0,8844.0,8844.0,8844.0,3437.0,3437.0,3437.0
724,images/696.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8892.0,8892.0,8892.0,8892.0,4795.0,4795.0,4795.0
725,images/697.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,11625.0,11625.0,11625.0,11625.0,5165.0,5165.0,5165.0
726,images/698.bmp,624,624,624,389376,regular,short,2,2,0,0,0,0,0,7504.0,7667.0,7585.5,15171.0,3906.0,3955.0,7861.0
727,images/699.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,6137.0,6137.0,6137.0,6137.0,2211.0,2211.0,2211.0
728,images/700.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,2262.0,2262.0,2262.0,2262.0,1488.0,1488.0,1488.0
730,images/702.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,10304.0,10304.0,10304.0,10304.0,3425.0,3425.0,3425.0
731,images/703.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,3025.8777,3025.8777,3025.8777,3025.8777,2254.0,2254.0,2254.0
732,images/704.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,15949.0,15949.0,15949.0,15949.0,4382.0,4382.0,4382.0
733,images/705.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,13244.0,13244.0,13244.0,13244.0,5028.0,5028.0,5028.0
734,images/706.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8460.0,8460.0,8460.0,8460.0,4514.0,4514.0,4514.0
735,images/707.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,12528.0,12528.0,12528.0,12528.0,4137.0,4137.0,4137.0
737,images/709.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,61908.0,61908.0,61908.0,61908.0,4347.0,4347.0,4347.0
738,images/710.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,11352.0,11352.0,11352.0,11352.0,5548.0,5548.0,5548.0
739,images/711.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,9360.0,9360.0,9360.0,9360.0,3939.0,3939.0,3939.0
740,images/712.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,10511.0,10511.0,10511.0,10511.0,4223.0,4223.0,4223.0
741,images/713.bmp,624,624,624,389376,regular,short,1,1,0,0,0,0,0,8512.0,8512.0,8512.0,8512.0,3407.0,3407.0,3407.0
